id	user	icon	portrait	Italian	Japanese	Final Notes	pic	Filenames	Codes
GCLUE_SECRET2_STONESHELTER	Logfella	AdventureUI/tweetIconGourd		Ho questa canzone in testa... una canzoncina felice & triste che mi riempie di un timore stranamente meraviglioso.	頭の中に歌が流れる…幸せなのに悲しい歌だ。;~心は畏れで埋まるのに、;なぜか美しいと~思ってしまう。				
GCLUE_MOUNTAINLAKESHORE	Dogfella	AdventureUI/tweetIconGourd		So che vorresti evitare il martirio che ti prescrisse il fato, ma sappi questo: il tempo è una forza & seguirà il suo corso.	君は殉死はしまいと奮闘しているようだが、;~誰も時間からは逃げられない。絶対にだ。;~これだけは覚えておいてくれ。				
				Bau Bau Bau. Sniff.	ワン ワン ワン！クンクン…				
GCLUE_LAKESHOREBUNNYSTRAIGHTAWAY	Dogfella	AdventureUI/tweetIconGourd		Ci sono anche nomi sconosciuti, sebbene questi siano facili da imparare.	名前の分からないものだってもちろんあるさ。;~だが学ぶことはできる。そうだろう？				
				Ci sono due tipi di sconosciuti - gli sconosciuti conosciuti & gli sconosciuti sconosciuti.	世界には２種類の「未知」がある。;~すなわち、既知の未知と未知の未知だ。		32	063.jpg	L6E31
				Bau Bau Bau.	ワン ワン ワン！				
GCLUE_LAKESHORELAKE	Logfella	AdventureUI/tweetIconGourd		I miei ceppi hanno molti segreti... segreti sui folletti silvani & isole impossibili. Sfortunatamente non parlo la lingua dei ceppi.	俺の丸太にはいろんな秘密が;詰まって~いるんだ…森の精のこと、;アリエン島のこと。;~残念ながら俺は丸太語がしゃべれないが。				
				Per mia esperienza personale, ci sono volte in cui i gufi non sono ciò che sembrano & altre volte che sono puri & semplici gufi.	俺の経験上、;フクロウは見かけとは~違う…時がある。;~大概はただのフクロウなんだけどな。		126	064.jpg	86A47
GCLUE_PINKCOLLECTED	The Archetype	AdventureUI/tweetIconGourd		Può darsi che tu abbia già sentito di un'isola impossibile illuminata da una Luna Splendente, forse l'hai letto su internet?	明月の輝くときに現れるアリエン島の話、;~聞いたことありますか？;聞いたとしたら~一体どこで？;やはりインターネットですか？		134	065.jpg	H6A5I
				Abbiamo monitorato le tue azioni in silenzio & vorremmo farti notare che più lungo è il temporeggiamento, più corto sarà il festeggiamento.	今まであなたの行動をじっと見守って;~きたのですがね、ひとつお伝えしておくと、;~ためらえばためらうほど喜びは減少しますよ。				
				E così pare che tu abbia fatto dei progressi significativi nella tua impresa di individuare & domare Il Trigone della Luna Splendente, molto ben fatto.	明月のトライゴン探索もあっという間に;~進んだようですね。;お見事です。				
GCLUE_MOUNTAINSIDE	Girl	AdventureUI/tweetIconGourd		I folletti silvani sono figli della Terra o sono i solitari visitatori del turbinio dell'infinito?	森の精って、大地の子どもなのかしら？;~それとも無限の渦からやって来たの？				
				Ad essere sincera i folletti silvani mi fanno perdere la testa. Voglio dire... cosa sono? Da dove vengono?	正直言って私、森の精ってコワいのよね。;~てか何なのあれ！？どこから来たわけ？				
GCLUE_SECRET1_FOOTOFMOUNTAIN	Dogfella	AdventureUI/tweetIconGourd		Una volta che i folletti saranno stati mandati al cielo & il tempo dei miracoli sarà giunto dovrai andare in cerca dell'albero colossale.	すべての森の精を空に還したのであれば、;次は~奇跡の時を呼ばねば。;巨大樹を探しなさい。				
				So che tu sai ciò che io so & io voglio che tu sappia che hai ragione al 100%.	君が私が知っていることを;私が知っている~ことは私も知っているよ。;~そして、それは１００%正しい。		109	066.jpg	F6D6H
				Bau Bau Bau Sniff Bau Bau Bau.	ワン ワン ワン！クンクン…ワン ワン ワン！				
GCLUE_BRISKLYWALKING	Dogfella	AdventureUI/tweetIconGourd		Solo quando il tuo compito ingrato giungerà al termine tornerà la pace su tutte le nostre vite.	我々に安息の時が訪れるのは、;この果たすべき~使命を終えた時だけだよ。				
				Solo la Trigon Tripletta ti permetterà di comprendere i segreti del Trigonbosco.	トライゴンの森の秘密を知りたいのであれば、;~トライゴン・トライフェクタを完成させる;~ことだ。それ以外に知るすべはないからね。				
				Il turbinio dell'infinito sulla cima del Mingi Taw ti attende.	ミンギ・トウの頂上を目指すんだ。;無限の渦が~君を待っている。				
				Bau Bau Bau.	ワン ワン ワン！				
GCLUE_WATERFALLS	Girl			Hai mai notato che talvolta le parole sembrano solo dei rumori, ma altre volte i rumori  fanno i suoni più deliziosi?	言葉って騒音に聞こえるときもあるけど、;~騒音がすごくキュートな音に聞こえることも;~あるのよね。知ってた？		132	058.jpg	G5F8U
GCLUE_HUGETREE	Logfella	AdventureUI/tweetIconGourd		Ci sono un sacco di strani proverbi quassù fra coloro che abitano le montagne del Caucaso.	コーカサスの山の民たちの間では、;ヘンな~ことわざが;たくさん伝承されてきている。				
				C'è un proverbio quassù nel Caucaso che recita: 'La foresta ha bisogno del fuoco, come il fuoco ha bisogno di un alberò.	「炎には森が必要なように、;森も炎を~必要としている」。;~これもコーカサスに伝わることわざだ。~				
YELLOWTRIGON_COLLECTED	The Scythian			Abbiamo ottenuto il Trigon d'Oro. Siamo proprio ganzi!	黄金のトライゴンを手に入れた。;~私、めっさスゴイ。		85	067.jpg	36G7U
PINKTRIGON_COLLECTED	The Scythian			Contro tutte le aspettative abbiamo ottenuto Il Trigone della Luna Splendente.	最初は無理かとも思った。~だが、;明月のトライゴンを手に入れることが~できた。		155	068.jpg	56F8U
BLUETRIGON_COLLECTED	The Scythian			A dispetto di tutte le avversità abbiamo ottenuto Il Trigone della Luna Cupa.	幾多の困難を乗り越え、;ついに暗月の~トライゴンを手に入れた。		112	069.jpg	T6G94
GCLUE_BLUECOLLECTED	Girl	AdventureUI/tweetIconGourd		Sembra che tutti i folletti della Luna Cupa siano stati mandati verso il cielo & così è di nuovo giunto il tempo dei miracoli. Adoro i miracoli!	暗月の精たちが空に還されたみたいね。;~また奇跡の時かしら。私奇跡って大好き。				
JIM_HINT1_OFF	The Scythian			In un bosco appartato incontrammo un misterioso tizio amante della musica che passava il tempo vicino ad un fuoco scoppiettante.	静かな森を奥まで進むと、;パチパチと燃える~焚き火の横に;謎のミュージシャンが座って~いた。				
JIM_PINKDAWN	The Scythian			In un bosco appartato incontrammo un misterioso tizio che passava il tempo vicino ad un fuoco scoppiettante. #jimguthrie	静かな森を奥まで進むと、;パチパチと燃える~焚き火の横に謎の男が;座っていた。 #jimguthrie				
JIM_BRIGHTMOON	The Scythian			Mentre la luna splendente si stagliava incontrammo  vicino ad un fuoco scoppiettante un misterioso tizio amante della musica che si presentò come Jim Guthrie.	明月のそびえ立つ夜、;パチパチと燃える~焚き火の横で;謎のミュージシャンと出会った。;~ジム・ガスリーというらしい。 #サントラリミックスアルバム絶賛発売中♡		128	070.jpg	07G00
JIM_POSTSWORCERY	The Scythian			Il misterioso tizio amante della musica noto come Jim Guthrie aveva assistito alla nostra spadomanzia & gli sembrava che tutto fosse a posto.	謎のミュージシャンのジムは;私がソーサリーを~使うのを見ていた。;結構気に入ったみたいだ。				
JIM_POSTGOURD	The Scythian			Il misterioso tizio amante della musica noto come Jim Guthrie disse che era pronto a suonarci una breve canzone se avessimo avuto voglia di ascoltarla.	謎のミュージシャンのジムは、;~よければ歌を披露しよう、と申し出てきた。				
				Jim ci invitò a sederci vicino al fuoco.	ジムに、焚き火の横に座るよう促された。				
JIM_POSTSONG	The Scythian			Jim Guthrie ci insegnò a non respingere i pensieri malvagi & a non respingere il morso del drago.	ジムは邪悪な思想もドラゴンのひと咬みも、;~否定しては駄目だと言った。				
			Archetype/trifecta	Ci disse del concerto rock che avrebbe dovuto tenersi sull'altra sponda del lago tra due settimane.	彼によると、今から２週間後、;湖のあちら側~でロックフェスが;開催されるのだという。				
JIM_LOGFELLATHOUGHTS	Logfella			La canzone sembrava così familiare... Dove l'avevo già sentita? #1000songs	不思議と懐かしい感じがする…;どこで聞いた~曲だろうか？ #1000songs				
				Improvvisamente ho questo strano, fantastico motivetto in testa. #ediventammopiùvecchi	何だ？不思議な感じの曲が突然頭の中で;響き~始めたぞ。 #andwegotolder				
LOGFELLA_JIMTHOUGHTS	Logfella			Mi è rimasta questa canzoncina in testa per un sacco... solo alcune piccole note che ritornano & ritornano ancora. Mi chiedo cos'abbia di speciale?	この曲、もうずっと頭の中で流れてる…;~短いメロディーが繰り返され続けてる。;~これは一体なんなんだ？				
ARCHETYPE_OTHERSIDEOFLAKE	The Archetype			Riattraversare in sicurezza la soglia della liminalità è una questione da poco - trova i luoghi familiari & il calore del focolare.	境界域を安全に超えて戻ってくる方法は;~簡単です。見覚えのある場所で、;~暖炉のぬくもりを求めるのです。				
				Se riuscirai a stabilizzare la tua lucidità sarai in grado di creare insieme ad essa... invece di combatterla, resisterle & maledirla.	意識さえはっきりと保てれば、;共に創造する~こともできるでしょう。;~争い、抗い、呪う必要はないのです。				
				Quando in un sogno sei lucido comprendi chi hai immaginato di essere... ma identificarsi col sogno vuol dire esserne ammaliati.	夢のなかで意識を保つことに成功すると、;~自分自身の思い描く自己像を見ることが;~できます。ですが夢に入るということは;~夢に飲まれるということでもあります。				
				Persino in uno spazio onirico trito & ritrito ci sono nuovi luoghi da esplorare & nuovi collegamenti da esaminare... se continuerai a credere.	何度訪れた夢であっても、いつもどこかに~;新しい発見や「意味ありげなつながり」が;~見つかるものです…;~あなたに信じる力があれば、ですがね。				
GIRL_MOONGROTTOCOMMENT	Girl			Mi sento quasi come se il cosmo avesse saltato un battito & ora tutto è come se fosse un po'... sospeso.	もしかして、;宇宙が一拍はずして何もかもが;~ちょっとずつズレタんじゃ…ないかな。				
LOGFELLA_MOONGROTTOCOMMENT	Logfella			C'è un sacco di strada da 0 a 1 & se un alieno dicesse ciao sarebbe in un codice criptato sullo stereo. Aspetta... cosa?	０から１までの道のりは果てしなく遠い~;～宇宙人からのハローは暗号化された;~ステレオサウンド～……って何だこれ？#EvilThoughts				
GIRL_HUGETREETHOUGHTS	Girl			Ovviamente non dico mai a nessuno dei sogni che faccio sulla dea & l'albero, perchÉ mi prenderebbero per un hippie o qualcosa del genere.	もちろん、女神大樹の夢だなんて;他の人には~言わないわよ。そんなことしたら;ヒッピーとか~呼ばれちゃうもの。				
				Nel mio posto speciale ricevo in visita un colossale albero cavo... è una dea morta da tempo che nacque eoni prima dell'umanità.	私だけの特別な場所には、内側が空洞になった;~巨大樹があるの。その樹は、人類なんかより;~はるかに昔から存在する女神なのよ。				
				Quando vago nei sogni c'è un posto speciale in cui vado sempre, un'assemblea di alberi nel cuore del mondo.	私が夢歩きするところには、;来たら絶対に行く~特別な場所があるの。;世界の中心にある、;~樹々の議会が開かれる場所なのよ。				
LOGFELLA_HUGETREETHOUGHTS	Logfella			Adoro vedere lo stesso bosco sia col sole che con la pioggia & adoro anche soltanto fermarmi ed ascoltare... pensare o non pensare, a seconda del caso.	同じ樹でも、様々な天気の下で見るのって…;~いいんだぜ。俺はただそこに立ち尽くして;耳を~澄ませるんだ。;無心になったり、考え事したり~しながら。				
				Non passo troppo tempo a vagare nei sogni ma quando lo faccio tendo a rivisitare i miei luoghi preferiti per vedere cosa è cambiato.	俺はあんまり長く夢歩きしないが、;行ったら~必ず同じ場所をめぐって;何か変わってないか~確認するね。				
MIRACLE1_MOUNTAINMEADOW	The Scythian			In un prato assolato abbiamo messo in atto un miracolo per sollevare la tempesta nella maniera del folle mago ripiegatore Al Jaffee.	奇跡の力で嵐を消し去った。景色は一変し、;~草原は陽の光に照らされている。				
MIRACLE1_YELLOWTRIGONCOLLECTED	The Scythian			Siamo rimasti confusi & frastornati in un prato in cui filtra la luce del sole con una di quelle emicranie davvero tremende.	頭が混乱していた。凄まじい頭痛がした。;~草原のあちこちが陽の光に照らされていた。				
LOGFELLA_YELLOWTRIGONCOLLECTED	The Scythian			Ci risvegliammo storditi da un sonno molto profondo, senza alcun chiaro ricordo di ciò che era accaduto.	恐ろしく深い眠りから覚め、;意識がもうろうと~していた。;何が起きたかもよく思い出せず~にいた。				
			triangle/Triangle	Ci ricordammo del miracolo avvenuto nel prato & del nostro scontro con il Trigon d'Oro...	そうだ、草原で奇跡を起こし、;~黄金のトライゴンと遭遇したのだった…。				
			triangle/Triangle	...quali nuovi poteri ci sono stati concessi?	…あれで一体どんな力が手に入ったのだろう？				
			triangle/Triangle	Il Signor Ceppo era veramente atterrito da quanto sembrasse folle & incredibile la lotta con il Trigon d'Oro dalla nostra descrizione.	丸太さんにどんな戦闘だったかを話した。;~彼は猛烈に興奮していた。		81	071.jpg	R7C14
			triangle/Triangle	Il Signor Ceppo si chiese se forse il Trigon d'Oro potesse essere legato ai sinistri misteri nascosti al di là del cancello di ferro nel prato.	彼は、黄金のトライゴンがあれば;草原の~鉄扉が開き、その先にあるという;「不気味な~言い伝え」の正体を確かめられる;のでは~ないか、と考えたようだった。				
				Il Signor Ceppo non apprezzava i misteri sinistri così scelse di tornarsene a casa & tagliar legna. #tagliarlegna	でも丸太さんは「不気味な言い伝え」が;~怖いので、家に帰って薪を割った。 #薪割り				
LOGFELLA_BEFOREYELLOWBEAM	The Scythian			Il taglialegna noto come Signor Ceppo era super contento che la tempesta si fosse sollevata & era super desideroso di tornarsene a tagliar legna.	木こりの丸太さんは嵐を消したことに;~スーパー感謝していた。さっそく薪割りを;~再開したくてウズウズしている。				
				Ci chiese se sapevamo qualcosa sul cancello di ferro che bloccava la caverna cavernosa nel prato... a che serviva?	丸太さんから「草原の鉄扉は洞くつに通じる道;~を塞いでいるのだが、何故だか知らないか？」;~と聞かれた。何故なんだろう？				
LOGFELLA_YELLOWTRIGONTHOUGHTS	Logfella			Strano... Vedo un raggio dorato che va verso il cielo nel bosco dietro al prato... qualcuno ha forse imparato i segreti del Trigonbosco?	変だな…草原の奥あたりの森から、;金色の~光の柱がのぼっている。;まさか誰か~トライゴンの森の秘密を…？		89	072.jpg	67F24
LOGFELLA_URSULAMEADOW	Logfella			Sono davvero preoccupato per La Scita, sembra proprio stravolta.	あのスキタイのムスメ、大丈夫だろうか。;~色々と大変そうだけど。				
SCYTHIAN_YELLOWTRIGONCOLLECTED_OFF	The Scythian			Mentre riprendevamo i sensi, il taglialegna & sua figlia erano lì a guardarci.	目を覚ますと、木こりとその娘が;私の顔を~覗き込んでいた。 #サラリと新事実				
				Notammo che il prato non era cambiato, tutte le prove del nostro scontro mistico erano sparite.	草原はいつもと変わらない姿をしていた。;~あんな事があったのに、;後には何も残されて~いないのだ。				
GIRL_YELLOWTRIGONCOLLECTED	The Scythian			La ragazza ascoltò in silenzio la nostra strana storia sullo scontro con Il Trigon d'Oro.	私が話す奇想天外な話も、;オトメちゃんは~黙って聞いてくれた。;黄金のトライゴンと~遭遇した話だ。				
			triangle/Triangle	Pensò ai segreti del Trigonbosco che stava oltre la caverna cavernosa nel prato... c'era forse un collegamento?	オトメちゃんは、草原近くの洞くつを;抜けた~先にある、トライゴンの森の;秘密について~思いを巡らせているようだ。;何か関係があるの~だろうか？				
GIRL_YELLOWTRIGONTHOUGHTS	Girl			Hmmm... mi sto seriamente preoccupando per La Scita... è sparita per giorni dopo che si è sollevata la tempesta. Spero davvero che stia bene.	あのスキタイのムスメ、本当に大丈夫かなあ。;~嵐が去って数日経つけど、姿が見えないし。;~無事だといいけど。				
GIRL_URSULAMEADOW_OFF	Girl			Wow, così La Scita è appena svenuta nel prato? Pazzesco.	ええっ！;ずっと草原で気を失ってたって~こと！？;マジで…？				
DOGFELLA_GETDARKTRIGON	The Scythian			Dopo aver attivato un altro raggio verso il cielo notammo qualcosa di insolito sul cane noto come Signor Cane.	トライゴンの森で;さらに光の柱が立った~後から、;イヌさんの様子が少しおかしい。				
			Archetype/trifecta	Improvvisamente ci parve di riuscire a capire Signor Cane - ci incoraggiò a cercare il Trigone della Luna Cupa & a completare La Trigon Tripletta.	突然、イヌさんのことが理解できた気がした。;~彼は私に暗月のトライゴンを見つけさせて、;~トライゴン・トライフェクタを;完成させたい~のだ。				
DOGFELLA_GETBRIGHTTRIGON	The Scythian			Dopo aver attivato un altro raggio verso il cielo notammo qualcosa di insolito sul cane noto come Signor Cane.	トライゴンの森で;さらに光の柱が立った後~から、;イヌさんの様子が少しおかしい。				
			Archetype/trifecta	Improvvisamente ci parve di riuscire a capire Signor Cane - ci incoraggiò a cercare il Trigone della Luna Splendente & a completare La Trigon Tripletta.	突然、イヌさんのことが理解できた気がした。;~彼は私に明月のトライゴンを見つけさせて、;~トライゴン・トライフェクタを;完成させたい~のだ。				
DOGFELLA_THREETRIGONS	The Scythian			Dopo aver attivato un altro raggio verso il cielo notammo qualcosa di insolito sul cane noto come Signor Cane.	トライゴンの森で;さらに光の柱が立った後~から、;イヌさんの様子が少しおかしい。				
			Archetype/trifecta	Improvvisamente ci parve di riuscire a capire Signor Cane - ci incoraggiò ad attivare il terzo raggio verso il cielo & ad aprire un passaggio verso l'infinito.	突然、イヌさんのことが理解できた気がした。;~彼は私に３本目の光の柱を立てさせ、;~無限の渦への扉を開けさせたいのだ。				
DOGFELLA_TRUTHBOMB	Dogfella			Bau Bau Bau.	ワン ワン ワン！				
				Bau Bau Sniff Bau.	ワン ワン！ クンクン…ワン！				
				L'infinito & turbinante cosmo sulla cima del Mingi Taw attende Il Portatore del Grantomo.	ミンギ・トウの頂上にある無限の渦は、;~絶世の大書を持つ者を待っている。				
				Bau Bau Bau Bau Bau.	ワン ワン ワン ワン ワン！				
				Bau Bau Bau.	ワン ワン ワン！				
GIRL_AFTERYELLOWBEAM	The Scythian			La ragazza dai capelli corvini sedeva su una pietra vicino alla legna tagliata dal taglialegna.	オトメちゃんは、木こりが薪割りをする横で;~石に腰かけている。				
			Archetype/trifecta	Le domandammo dei segreti del Trigonbosco & sugli insoliti sogni di coloro che abitano le montagne del Caucaso.	私はトライゴンの森に伝わる秘密と、;~コーカサス地方の山の民が言う「奇妙な夢」;~について聞いてみた。				
				Ci disse di quanti misteri fossero custoditi nei sogni della sua gente & di come questi riflettessero l'umore della luna nei modi più strani.	彼女は、コーカサス人の夢にはたくさんの謎が;~あること、そして夢の内容が月の満ち欠けで;~奇妙に変化することを教えてくれた。				
				La ragazza ci disse che avremmo potuto sederci in qualsiasi momento presso il focolare nella baita di pietra, sia per entrare nei sogni che per raccogliere le nostre forze.	山小屋の暖炉前に座れば、;「夢歩き」に~出かけたり、;ただ体を休めたり自在に~できるのだそうだ。				
			Archetype/trifecta	Avevamo quasi la sensazione che i due Trigoni rimanenti fossero smarriti nei sogni o qualcosa del genere.	私はなんとなく、;残り２つのトライゴンは~夢の中にあるかもな、;と思った。				
LOGFELLA_AFTERYELLOWBEAM	The Scythian			Il taglialegna noto come Signor Ceppo era tornato a tagliare la legna & sembrava farlo davvero di gusto.	丸太さんはまた薪を割り出した。;~怖いくらい集中している。				
			triangle/Triangle	Il Signor Ceppo aveva visto il raggio verso il cielo dietro al prato & così gli domandammo dei segreti del Trigonbosco.	丸太さんも草原の奥から空に昇る光の柱を;~見たという。私は、トライゴンの森の;秘密に~ついて聞いてみた。				
				Ci disse di un'antica leggenda che la sua gente è solita raccontare ai bambini per farli spaventare.	彼は祖先から受け継いできた;古い物語を話して~くれた。;小さな子を怖がらせるための、~よくある話だ。				
			Archetype/trifecta	Il Signor Ceppo ci raccontò di un gruppo di amici che giunse tante lune addietro dalla Scizia fin su queste montagne dimenticate per trovare La Trigon Tripletta.	かつてトライゴン・トライフェクタを;探す~ため、この見捨てられた山脈まで;やってきた~スキタイの者たちがいたという。				
			gourd/gourd	Il gruppo scoprì di dover andare in cerca dei folletti silvani & di doverli mandare tutti verso il cielo... quindi andarono in cerca di un luogo per mettere in atto un miracolo.	彼らはここで、なんとか森の精を見つけて;~すべて空に還し、次に奇跡を起こす場所を;~探し求めたそうだ。				
			Archetype/trifecta	Il gruppo di amici aveva sperato di attivare i tre raggi verso il cielo nel Trigonbosco ma non avevano idea su dove o quando si trovassero i Trigoni.	そうしてトライゴンの森に３本の光の柱を~;立てようと捜索を続けたが、;トライゴンが~いつどこに現れるのかは;分からなかったと~いう。				
				Il gruppo vagò senza meta per molto tempo sull'antica strada per il Mingi Taw... ad un certo punto si stancarono & così si fermarono.	その後も長い間、ミンギ・トウの古道を;あても~なく探し回ったものの、;最後にはウンザリして~やめてしまった。				
				Accadde poi che all'improvviso il gruppo fu ucciso da uno spettro immortale su un lato dell'antica strada, ove alcune tombe rimangono tutt'ora.	だがある日、スキタイの一団は;古道のわき道で~皆殺しにされてしまう。;不死の亡霊が~現れたのだ。彼らの墓は;今でもいくつか残って~いるという。				
				Dicemmo al Signor Ceppo che era una bella storia, ma che a dir la verità non ci aveva spaventato più di tanto.	私は丸太さんに、よくできた話だけど;全然怖く~なかったと伝えた。				
GIRL_GRAVESCOMPLETETHOUGHTS	Girl								
ARCHETYPE_MOONGROTTO	The Archetype			E così vedo che sei riuscito ad alterare l'umore della luna nella Grotta della Luna - mi chiedo quanto a lungo durerà questo Paradosso Temporale?	おや、月の洞穴で月の満ち欠けを操る術を;~身につけたのですね。;さて、この時間的~パラドックス、;いつまで持つのでしょうか…。				
MIRACLE2_ISLAND	The Scythian			Mentre si staglia La Luna Splendente abbiamo messo in atto un super misterioso miracolo lunare su un'isola impossibile al centro di un lago placido.	明月輝くこの夜に、;静謐なる湖の真ん中に~現れたアリエン島で、;月の奇跡を起こした。		136	073.jpg	W7A3K
MIRACLE2_PINKTRIGONCOLLECTED	The Scythian			Abbiamo ottenuto Il Trigone della Luna Splendente per la gloria & per ripicca. #trigonedomato	ついに念願の明月のトライゴンを ;~手にいれたぞ！ #トライゴンゲットだぜ		155	068.jpg	56F8U
MIRACLE2_BRIGHTMOONTRIGONCOLLECTED	The Scythian			Siamo stati tentati da non andare avanti con tutta quella cosa dell'ingrato compito ma c'era qualcosa di così attraente nel martirio.	いっそここで「果たすべき使命」を;やめて~しまおうかとも思ったが、;殉死という言葉は;~なぜかとても魅力的に響いた。				
				Oh beh, magari alla fine non importerà più di tanto. Non è che l'ingresso nel Turbinio dell'Infinito comprende un test fisico.	まあいいや、結局は同じこと。;無限の渦に~飛び込む前に;身体検査があるわけでもないし。				
				Abbiamo la netta sensazione che tutto questo entrare nei sogni & domare Trigoni stia cominciando ad avere un impatto negativo su di noi.	夢を歩き、トライゴンを従えたことで、;~私の体からは確実に何かが「失われて」いる、;~と確信した。				
				Allorché le luci & i suoni si abbassarono ci ritrovammo sulle sponde di un lago con una terribile emicrania & il sangue che ci usciva dal naso.	光と音がやむと、私は湖ぎわに倒れていた。;~また酷い頭痛がした。;鼻に触ると、~血が出ていた。				
GIRL_BRIGHTMOONTRIGONCOLLECTED	The Scythian		Archetype/trifecta	Raccontammo alla ragazza del nostro scontro onirico con il Trigone della Luna Splendente & della nostra intenzione di riunire la Trigon Tripletta.	オトメちゃんがいた。明月のトライゴンに;~夢の中で逢ったことを話し、;~これからトライゴン・トライフェクタを;~集めるつもりだと伝えた。				
				La ragazza disse che il nostro scontro onirico doveva essere stato davvero ganzo & che avrebbe voluto essere lì con noi. #bugie	オトメちゃんは「夢で逢うなんてカッコイイ。;~私も見たかった」と言った。 #社交辞令				
				Ci chiese se ci fossimo fermati presso il Trigonbosco... magari avremmo potuto attivare un altro raggio verso il cielo?	彼女に、トライゴンの森には;もう行ったのか~と聞かれた。;新たに光の柱を立てられる~だろうか？				
LOGFELLA_BRIGHTMOONTRIGONCOLLECTED	The Scythian			Il taglialegna si rese conto che tutto quel vagare nei sogni & far funzionare miracoli avevano dato un duro colpo alla nostra salute fisica.	丸太さんは、「夢歩き」と「奇跡の発現」が;~私の身体に凄まじい負担をかけていることに;~気付いたようだった。				
				Il Signor Ceppo sembrava sospettare che questo nostro compito ingrato probabilmente non avrebbe avuto un lieto fine.	丸太さんは、私が使命を果たすときに;~幸せな結末を迎えないのではないか、;~といぶかしがっている。				
				Il Signor Ceppo ci ricordò di sederci vicino al focolare nella baita & fare una pausa ogni tanto per recuperare le forze.	丸太さんは、とにかくまめに;小屋の暖炉に~あたって体を休めろ;と助言してくれた。				
ARCHETYPE_BRIGHTMOONTRIGONCOLLECTED	The Archetype			I dati della nostra ricerca mostrano una stretta correlazione tra i progressi dei partecipanti a S:S&S EP & la loro attitudine nell'essere grandiosi.	私どもの研究によると、;被験者の「スキムス」~進捗と;被験者のステキさには強い関連性がある;~との結果が出ています。		45	074.jpg	87A43
				Vedo che sei riuscito a trovare & a recuperare Il Trigone della Luna Splendente - questa è davvero una notizia stupefacente.	明月のトライゴンを;探して手に入れた~みたいですね。;実に素晴らしい。				
MIRACLE3_HUGETREE	The Scythian			Mentre regna la Luna Cupa abbiamo messo in atto un miracolo, un fulmine distruttore, al centro di un'assemblea di alberi.	月が最も暗くなる夜に、;樹々が集い語らう~場所で、;いかずちの奇跡を起こした。				
MIRACLE3_DARKMOONTRIGONCOLLECTED	The Scythian			Oltretutto... andarsene in giro col Grantomo è abbastanza faticoso, è davvero un libro gravoso in più di un senso.	それから…この絶世の大書を;ずっと~持ち歩くのも、かなり辛い。;確かに大書だ、~といったところか。				
				Ci sentimmo un po' peggio a causa di quanto avevamo sopportato... era probabilmente qualcosa che aveva a che fare tutti quei raggi laser cosmici.	体は重く疲れきっている…;~きっとあのレーザーとかのせいだろう。				
				Col calare della luce & dei suoni ci ritrovammo fradici dalla pioggia & gelidi fra un assemblea di alberi bagnati.	光と音がやむと、私はあの森に倒れていた。;~全身は雨でずぶ濡れだ。ひどく寒い。				
GIRL_DARKMOONTRIGONCOLLECTED	The Scythian		Archetype/trifecta	Raccontammo alla ragazza del nostro scontro onirico con il Trigone della Luna Cupa & della nostra intenzione di riunire la Trigon Tripletta.	オトメちゃんがいた。暗月のトライゴンに;~夢の中で遭ったことを話し、;これから~トライゴン・トライフェクタを;集める~つもりだと伝えた。				
				Le raccontammo di come avevamo distrutto il colpo del detestabile arcobaleno del Trigone della Luna Cupa & lei era tutta un 'ganzo'.	トライゴンが放ってきた虹を叩き壊した;時の~ことを話すと、;オトメちゃんは「ヤバイね」~と言っていた。				
				Sembrava che non le dispiacesse ascoltare i nostri folli racconti.	実話と信じられないからか、;彼女は私の話を~聞き流していた。				
LOGFELLA_DARKMOONTRIGONCOLLECTED	The Scythian			Il taglialegna si rese conto che tutto quel vagare nei sogni & far funzionare miracoli avevano dato un duro colpo alla nostra salute fisica.	丸太さんは、「夢歩き」と「奇跡の発現」が;~私の身体に凄まじい負担をかけていることに;~気付いたようだった。				
			Archetype/trifecta	Il Signor Ceppo ci chiese se avevamo ricevuto in visita Il Signor Cane nel Trigonbosco... avremmo potuto forse attivare un altro raggio verso il cielo?	丸太さんは「イヌさんを連れて;トライゴンの~森に行ってみたかい？」;と尋ねた。~もしかしたら、;また光の柱を起動できる~だろうか。				
ARCHETYPE_DARKMOONTRIGONCOLLECTED	The Archetype			E così la domanda ora è... che si fa ora? Ricorda che l'aiuto dei social network gioca un ruolo importante nella riuscita di questo esperimento.	さて。次は何をすればいいのでしょうか？;~ソーシャルネットワークサポートは;本実験の~結果に多大な影響を及ぼす、;というのは~覚えてらっしゃいますね？				
				A dispetto della scarsità di informazioni utili che ti abbiamo fornito sei riuscito a dominare Il Trigone della Luna Cupa.	こちらから手がかりを;ほとんど提供して~いないのに、;あなたは独力で~暗月のトライゴンを;手に入れたのですね。				
				Sono stato appena informato che hai recuperato Il Trigone della Luna Cupa - questa è davvero una notizia stupefacente.	暗月のトライゴンを;手に入れたと~聞きましたよ。;素晴らしいじゃないですか。				
LOGFELLA_FOUNDBOORKEY	The Scythian		AdventureUI/keyItem	Il taglialegna non riconobbe la chiave che avevamo ritrovato & aveva zero idee su che cosa aprisse.	丸太さんは鍵に;まったく見覚えがないよう~だった。				
			AdventureUI/keyItem	...?	…？				
